Experiment	Measurement	Replication	Module	Module Display Path	Name	Value	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	packetSentToPeerWithRetry:sum(packetBytes)	37 240	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	packetSentToPeerWithoutRetry:count	18	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	packetSentToPeerWithoutRetry:sum(packetBytes)	19 152	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	packetDrop:count	18	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	packetDrop:sum(packetBytes)	252	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	packetDropNotAddressedToUs:count	18	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	packetDropNotAddressedToUs:sum(packetBytes)	252	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	packetDropQueueOverflow:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	packetDropQueueOverflow:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	packetDropRetryLimitReached:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	packetDropRetryLimitReached:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	linkBroken:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac.dcf	WifiKolbNetwork.hostC.wlan[0].mac.dcf	frameSequenceFinished:count	53	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetReceivedFromLower:count	36	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetReceivedFromLower:sum(packetBytes)	504	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetSentToLower:count	53	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetSentToLower:sum(packetBytes)	56 392	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetReceivedFromUpper:count	18	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetReceivedFromUpper:sum(packetBytes)	18 648	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetSentToUpper:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetSentToUpper:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDrop:count	18	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDrop:sum(packetBytes)	252	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropIncorrectlyReceived:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropIncorrectlyReceived:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropNotAddressedToUs:count	18	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropNotAddressedToUs:sum(packetBytes)	252	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropQueueOverflow:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropQueueOverflow:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropRetryLimitReached:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropRetryLimitReached:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropDuplicateDetected:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropDuplicateDetected:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropOther:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	packetDropOther:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].mac	WifiKolbNetwork.hostC.wlan[0].mac	linkBroken:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].radio	WifiKolbNetwork.hostC.wlan[0].radio	transmissionState:count	212	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].radio	WifiKolbNetwork.hostC.wlan[0].radio	receptionState:count	179	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0].radio	WifiKolbNetwork.hostC.wlan[0].radio	radioMode:count	109	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0]	WifiKolbNetwork.hostC.wlan[0]	packetDropInterfaceDown:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0]	WifiKolbNetwork.hostC.wlan[0]	packetDropInterfaceDown:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0]	WifiKolbNetwork.hostC.wlan[0]	packetDropNoCarrier:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.wlan[0]	WifiKolbNetwork.hostC.wlan[0]	packetDropNoCarrier:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropAddressResolutionFailed:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropAddressResolutionFailed:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropHopLimitReached:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropHopLimitReached:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropForwardingDisabled:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropForwardingDisabled:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropNoInterfaceFound:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropNoInterfaceFound:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropNoRouteFound:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropNoRouteFound:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropUndefined:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.ipv4.ip	WifiKolbNetwork.hostC.ipv4.ip	packetDropUndefined:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.udp	WifiKolbNetwork.hostC.udp	packetReceived:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.udp	WifiKolbNetwork.hostC.udp	packetReceived:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.udp	WifiKolbNetwork.hostC.udp	packetSent:count	18	
SinRTSCTS		#0	WifiKolbNetwork.hostC.udp	WifiKolbNetwork.hostC.udp	packetSent:sum(packetBytes)	18 144	
SinRTSCTS		#0	WifiKolbNetwork.hostC.udp	WifiKolbNetwork.hostC.udp	passedUpPk:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.udp	WifiKolbNetwork.hostC.udp	droppedPkWrongPort:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.udp	WifiKolbNetwork.hostC.udp	droppedPkBadChecksum:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.app[0]	WifiKolbNetwork.hostC.app[0]	packets sent	18	
SinRTSCTS		#0	WifiKolbNetwork.hostC.app[0]	WifiKolbNetwork.hostC.app[0]	packets received	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.app[0]	WifiKolbNetwork.hostC.app[0]	packetReceived:count	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.app[0]	WifiKolbNetwork.hostC.app[0]	packetReceived:sum(packetBytes)	0	
SinRTSCTS		#0	WifiKolbNetwork.hostC.app[0]	WifiKolbNetwork.hostC.app[0]	packetSent:count	18	
SinRTSCTS		#0	WifiKolbNetwork.hostC.app[0]	WifiKolbNetwork.hostC.app[0]	packetSent:sum(packetBytes)	18 000	
